stream_crossing_id,watershed_group_code,updated_barrier_result_code,reviewer,notes
57404,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57407,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57415,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57420,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57434,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57446,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
57447,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57451,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57453,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
57454,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57457,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57463,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57464,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57466,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57469,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
57477,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57479,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57480,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57483,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57495,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57496,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57497,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57502,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57503,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57504,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57510,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57514,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57515,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57516,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57517,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57522,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57523,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
57524,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
57526,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57540,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57541,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57542,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57547,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57548,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57551,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57554,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57557,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57559,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57560,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57561,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57565,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57570,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57571,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57576,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
57578,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
57580,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
57588,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57589,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57594,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57596,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
57597,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57598,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57599,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
57604,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123820,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123821,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123822,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123824,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123825,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123826,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123835,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
123839,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
123840,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
123842,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
123843,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123844,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123849,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123850,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123853,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123854,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123858,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
123884,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123885,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123887,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123888,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
123901,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
123904,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123906,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123907,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123909,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123912,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123915,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123917,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123918,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123919,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123920,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123921,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123922,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123923,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123924,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123925,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123926,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123927,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123928,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
123929,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123930,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123931,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
123932,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
123933,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123934,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
123935,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
123937,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123938,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123941,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123943,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
123944,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
123950,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123952,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
123954,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
124063,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124075,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124084,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
124094,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124095,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124109,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124114,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124115,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
124121,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124124,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124125,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124126,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124127,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124129,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124131,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124132,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124134,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
124136,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124143,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
124145,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124149,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124154,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124246,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124250,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124255,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124260,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
124262,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
124263,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124264,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124266,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124270,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124273,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124300,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124301,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124302,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124303,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124304,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124305,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124306,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124322,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124323,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124325,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124327,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
124328,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
124329,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
124330,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124331,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124335,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
124345,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
124347,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
124350,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124352,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124353,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
124357,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124363,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124369,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124370,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124373,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
124374,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
124375,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124376,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124377,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
124378,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124389,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
124390,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
124400,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
125901,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
125908,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
125909,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
125911,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
125917,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
125919,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
125920,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
125921,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
125924,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
125925,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
125928,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
125931,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
125942,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
125947,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
125960,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
125962,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
125963,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
125964,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
125965,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
125974,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
125975,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
125977,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
125978,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
125984,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
125988,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
125989,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
125990,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
125991,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
125992,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
125993,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
125999,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126002,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126004,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126012,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126013,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126014,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126019,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126020,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126022,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126023,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126024,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126025,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126026,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126027,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
126400,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126401,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126402,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
126403,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126404,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126406,HORS,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
126407,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126408,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126409,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126410,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126411,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126413,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126414,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126416,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126418,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126419,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126420,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126421,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126422,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126423,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126424,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126426,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126427,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126428,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126429,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126430,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126432,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126433,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126434,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126435,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126436,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126437,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126439,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126441,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126445,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126447,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126448,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126451,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126452,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126453,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126455,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126456,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126461,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126462,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126463,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126464,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126465,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126466,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126467,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126469,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126472,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126478,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126479,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126480,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126481,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126482,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126483,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126484,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126500,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126502,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126503,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126504,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126505,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126506,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126509,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126514,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126516,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126517,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126522,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126523,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126524,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126526,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126527,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126533,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126537,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126539,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126540,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126542,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126566,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126567,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126571,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126579,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126580,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126581,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126582,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126583,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126584,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126585,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126587,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126589,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126591,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126592,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126597,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126598,HORS,BARRIER,CWF,based on assessment comments (and imagery review where required)
126599,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
126602,HORS,PASSABLE,CWF,based on assessment comments (and imagery review where required)
196941,LNIC,PASSABLE,CWF,based on assessment comments (and imagery review where required)
196944,LNIC,PASSABLE,CWF,based on assessment comments (and imagery review where required)
196945,LNIC,PASSABLE,CWF,based on assessment comments (and imagery review where required)
196947,LNIC,BARRIER,CWF,based on assessment comments (and imagery review where required)
196957,LNIC,PASSABLE,CWF,based on assessment comments (and imagery review where required)
196964,LNIC,PASSABLE,CWF,based on assessment comments (and imagery review where required)
196971,LNIC,PASSABLE,CWF,based on assessment comments (and imagery review where required)
196973,LNIC,PASSABLE,CWF,based on assessment comments (and imagery review where required)
196974,LNIC,PASSABLE,CWF,based on assessment comments (and imagery review where required)
196975,LNIC,PASSABLE,CWF,based on assessment comments (and imagery review where required)
196978,LNIC,PASSABLE,CWF,based on assessment comments (and imagery review where required)
196981,LNIC,BARRIER,CWF,based on assessment comments (and imagery review where required)
196983,LNIC,PASSABLE,CWF,based on assessment comments (and imagery review where required)
196984,LNIC,PASSABLE,CWF,based on assessment comments (and imagery review where required)
196985,LNIC,BARRIER,CWF,based on assessment comments (and imagery review where required)
196998,LNIC,PASSABLE,CWF,based on assessment comments (and imagery review where required)
197003,LNIC,PASSABLE,CWF,based on assessment comments (and imagery review where required)
197004,LNIC,PASSABLE,CWF,based on assessment comments (and imagery review where required)
197005,LNIC,BARRIER,CWF,based on assessment comments (and imagery review where required)
197007,LNIC,BARRIER,CWF,based on assessment comments (and imagery review where required)
197009,LNIC,BARRIER,CWF,based on assessment comments (and imagery review where required)
197012,LNIC,PASSABLE,CWF,based on assessment comments (and imagery review where required)
197015,LNIC,BARRIER,CWF,based on assessment comments (and imagery review where required)
197016,LNIC,BARRIER,CWF,based on assessment comments (and imagery review where required)
197017,LNIC,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
197018,LNIC,NOT ACCESSIBLE,CWF,based on assessment comments (and imagery review where required)
197028,LNIC,BARRIER,CWF,based on assessment comments (and imagery review where required)
197029,LNIC,BARRIER,CWF,based on assessment comments (and imagery review where required)
197032,LNIC,PASSABLE,CWF,based on assessment comments (and imagery review where required)
197033,LNIC,PASSABLE,CWF,based on assessment comments (and imagery review where required)
197034,LNIC,PASSABLE,CWF,based on assessment comments (and imagery review where required)
197040,LNIC,BARRIER,CWF,based on assessment comments (and imagery review where required)
195289,BULK,PASSABLE,SN,reassessment (Irvine 2020)
62421,ELKR,PASSABLE,SN,crossing has been remediated but PSCIS has not been updated (Irvine Elk report 2021)
62422,ELKR,PASSABLE,SN,crossing has been remediated but PSCIS has not been updated (Irvine Elk report 2021)
